year,origin_country_iso2,host_country_iso3,host_country_name,indicator_id,indicator_label,count,magnitude,qualifier,source_release,source_url,as_of
2020,RS,BGR,Bulgaria,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",542,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,BHR,Bahrain,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,BIH,Bosnia and Herzegovina,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1593,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,BLR,Belarus,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,BRA,Brazil,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",4,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,BRN,Brunei Darussalam,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,BWA,Botswana,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CAN,Canada,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",84,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CHE,Switzerland,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",305,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CHL,Chile,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CIV,Côte d'Ivoire,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CMR,Cameroon,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,COD,Democratic Republic of the Congo,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,COL,Colombia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CRI,Costa Rica,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CUB,Cuba,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CYP,Cyprus,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",9,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,CZE,Czechia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",218,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,DEU,Germany,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1288,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,DNK,Denmark,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",42,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,DOM,Dominican Republic,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,ECU,Ecuador,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,EGY,Egypt,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,ESP,Spain,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",122,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,EST,Estonia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",16,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,FIN,Finland,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",43,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,FRA,France,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",357,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,GBR,United Kingdom of Great Britain and Northern Ireland,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",287,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,GEO,Georgia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,GHA,Ghana,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,GRC,Greece,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",89,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,HKG,"China, Hong Kong Special Administrative Region",26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",17,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,HRV,Croatia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",107,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,HUN,Hungary,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",2209,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,IND,India,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",3,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,IRL,Ireland,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",9,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,IRN,Iran (Islamic Republic of),26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,ISL,Iceland,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",10,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,ITA,Italy,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",456,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,JOR,Jordan,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",3,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,JPN,Japan,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",21,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,KAZ,Kazakhstan,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,KGZ,Kyrgyzstan,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,KOR,Republic of Korea,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",10,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,LAO,Lao People's Democratic Republic,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,LCA,Saint Lucia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,LIE,Liechtenstein,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",2,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,LKA,Sri Lanka,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,LTU,Lithuania,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",4,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,LUX,Luxembourg,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",10,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,LVA,Latvia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",2,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MAC,"China, Macao Special Administrative Region",26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MAR,Morocco,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MCO,Monaco,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MDA,Republic of Moldova,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MDG,Madagascar,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MKD,North Macedonia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",296,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MLT,Malta,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",27,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MRT,Mauritania,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MUS,Mauritius,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,MYS,Malaysia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",23,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,NAM,Namibia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,NOR,Norway,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",98,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,NZL,New Zealand,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",3,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,OMN,Oman,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,PAN,Panama,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,POL,Poland,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",24,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,PRT,Portugal,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",27,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,PSE,Palestine,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,QAT,Qatar,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",4,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,ROU,Romania,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",744,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,RUS,Russian Federation,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",343,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,RWA,Rwanda,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,SAU,Saudi Arabia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",50,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,SLV,El Salvador,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,SMR,San Marino,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,SRB,Serbia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,SVK,Slovakia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",865,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,SVN,Slovenia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",919,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,SWE,Sweden,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",73.81533813476563,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,SYC,Seychelles,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,TCA,Turks and Caicos Islands,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,TCD,Chad,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,THA,Thailand,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",5,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,TKL,Tokelau,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,TKM,Turkmenistan,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,TON,Tonga,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,TUN,Tunisia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,TUR,Türkiye,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",804,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,UKR,Ukraine,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",8,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,USA,United States of America,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1075.615966796875,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,VGB,British Virgin Islands,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,VNM,Viet Nam,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,WSM,Samoa,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2020,RS,ZAF,South Africa,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",4,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,ALB,Albania,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",162,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,AND,Andorra,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,ARG,Argentina,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,ARM,Armenia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,AUS,Australia,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",75,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,AUT,Austria,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1461.6328125,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,AZE,Azerbaijan,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,BEL,Belgium,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",64,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,BEN,Benin,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,BFA,Burkina Faso,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,BGR,Bulgaria,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",590,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,BHR,Bahrain,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",0,NIL,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
2021,RS,BIH,Bosnia and Herzegovina,26614,"Inbound internationally mobile students from Europe: Students from Serbia, both sexes (number)",1619,,,UIS BDDS Education OPRI (202509 - September 2025),https://download.uis.unesco.org/bdds/202509/OPRI.zip,2025-12-22
